text,label
"Invoice #8155 dated 1983-09-03 amount ('XOF', 'West African CFA franc') 4650",invoice
Contract between Chandler-Taylor and Schmidt-Bowman effective 1999-04-10,contract
"Contract between Franco LLC and Lynch, Wright and Fowler effective 2012-06-09",contract
"Receipt from Anderson LLC dated 2006-01-25 total ('GTQ', 'Guatemalan quetzal') 441",receipt
"Contract between Martinez and Sons and Carter, Adkins and Wright effective 2014-08-19",contract
ID document for Cassandra Collins born 1939-07-28,id_document
ID document for Dr. Dominic Rodriguez born 2020-09-18,id_document
"Bank statement for account 61444076 ending balance ('GYD', 'Guyanese dollar') 41907",bank_statement
"Contract between Parsons, Wells and Williams and Ibarra-Barrera effective 2024-04-30",contract
"Receipt from Perez and Sons dated 1995-06-09 total ('TOP', 'Tongan paʻanga') 436",receipt
"Bank statement for account 30477151 ending balance ('LSL', 'Lesotho loti') 29603",bank_statement
ID document for Vincent Harris MD born 1938-03-26,id_document
"Invoice #4617 dated 2020-08-22 amount ('BND', 'Brunei dollar') 4245",invoice
"Bank statement for account 16260290 ending balance ('COP', 'Colombian peso') 25142",bank_statement
"Receipt from Madden Ltd dated 1976-10-25 total ('COP', 'Colombian peso') 135",receipt
"Bank statement for account 53555763 ending balance ('LRD', 'Liberian dollar') 10974",bank_statement
"Bank statement for account 73866423 ending balance ('ZAR', 'South African rand') 36833",bank_statement
"Bank statement for account 73021740 ending balance ('MVR', 'Maldivian rufiyaa') 1854",bank_statement
ID document for Megan Reid born 1994-05-29,id_document
"Invoice #6710 dated 1987-07-15 amount ('GIP', 'Gibraltar pound') 2149",invoice
"Bank statement for account 44029042 ending balance ('IQD', 'Iraqi dinar') 15645",bank_statement
"Bank statement for account 16876596 ending balance ('LBP', 'Lebanese pound') 23474",bank_statement
"Receipt from Spears Inc dated 1982-07-18 total ('EUR', 'Euro') 224",receipt
"Invoice #9448 dated 2025-01-10 amount ('DZD', 'Algerian dinar') 4267",invoice
"Receipt from Brewer-Molina dated 1989-06-09 total ('XDR', 'Special drawing rights') 152",receipt
"Bank statement for account 22895290 ending balance ('ETB', 'Ethiopian birr') 3499",bank_statement
"Bank statement for account 11133842 ending balance ('XOF', 'West African CFA franc') 6573",bank_statement
ID document for Michelle Bell born 1989-06-27,id_document
Contract between Holmes and Sons and Spears Group effective 2022-02-18,contract
"Contract between Hall PLC and Jackson, Serrano and Hill effective 1976-10-10",contract
"Bank statement for account 10589080 ending balance ('JPY', 'Japanese yen') 14070",bank_statement
"Invoice #1026 dated 2010-01-08 amount ('KHR', 'Cambodian riel') 2765",invoice
"Invoice #8310 dated 2021-11-28 amount ('BDT', 'Bangladeshi taka') 4947",invoice
ID document for Traci Coffey born 2019-08-23,id_document
"Bank statement for account 21392030 ending balance ('QAR', 'Qatari riyal') 28521",bank_statement
Contract between Obrien-Anderson and Blake Group effective 1984-05-23,contract
"Invoice #8549 dated 1987-03-09 amount ('LBP', 'Lebanese pound') 2683",invoice
"Bank statement for account 81950954 ending balance ('NPR', 'Nepalese rupee') 5764",bank_statement
"Contract between Nelson, Robinson and Davis and Waller-Wright effective 2009-12-17",contract
ID document for Derek Howard born 1964-05-31,id_document
ID document for Lisa Williams born 1913-07-17,id_document
"Receipt from Mckay PLC dated 1984-12-11 total ('CVE', 'Cape Verdean escudo') 353",receipt
"Receipt from Bright-Saunders dated 2013-11-17 total ('BDT', 'Bangladeshi taka') 344",receipt
ID document for Marissa Strickland born 1931-02-26,id_document
"Receipt from Thomas LLC dated 2003-06-10 total ('EUR', 'Euro') 424",receipt
"Receipt from Wiggins, Rodriguez and Smith dated 1993-06-08 total ('LRD', 'Liberian dollar') 319",receipt
"Contract between Moss, Huffman and Mendez and Thompson-Cruz effective 2013-09-18",contract
"Invoice #1999 dated 1986-09-26 amount ('PLN', 'Polish zloty') 2862",invoice
"Contract between Francis-Davis and Thomas, Woods and Burns effective 1990-09-25",contract
ID document for Michelle Garrett born 2023-09-18,id_document
"Receipt from Martin Inc dated 1994-07-31 total ('SRD', 'Surinamese dollar') 15",receipt
"Invoice #8694 dated 1990-09-07 amount ('ARS', 'Argentine peso') 3666",invoice
"Contract between Downs, Le and Paul and Yang and Sons effective 2003-05-02",contract
"Contract between Fox, Flynn and Benson and Logan, Graham and Wagner effective 1998-07-09",contract
ID document for William Howe born 2023-11-15,id_document
ID document for Elizabeth Welch born 1993-06-09,id_document
Contract between Gomez LLC and Coffey-Montgomery effective 1981-01-20,contract
"Bank statement for account 72399089 ending balance ('LRD', 'Liberian dollar') 12546",bank_statement
"Contract between Lopez, Pope and Marsh and Nelson, Brown and White effective 1978-03-02",contract
"Bank statement for account 62310137 ending balance ('PEN', 'Peruvian sol') 10376",bank_statement
"Bank statement for account 83801543 ending balance ('PGK', 'Papua New Guinean kina') 33152",bank_statement
Contract between Weiss Inc and Fields Group effective 2008-09-11,contract
"Receipt from Russell LLC dated 2008-01-09 total ('PKR', 'Pakistani rupee') 356",receipt
"Invoice #3186 dated 2019-12-25 amount ('JMD', 'Jamaican dollar') 3841",invoice
ID document for Rhonda Bryant born 2008-09-03,id_document
"Invoice #3100 dated 1987-09-28 amount ('LAK', 'Lao kip') 1830",invoice
ID document for Troy Bowman born 1978-04-11,id_document
"Receipt from Pace, Fernandez and Shelton dated 2003-04-01 total ('NGN', 'Nigerian naira') 23",receipt
"Invoice #6122 dated 2018-04-14 amount ('GGP', 'Guernsey pound') 4117",invoice
"Bank statement for account 42175918 ending balance ('SVC', 'Salvadoran colón') 45473",bank_statement
"Invoice #6172 dated 1993-03-05 amount ('JOD', 'Jordanian dinar') 2080",invoice
ID document for Barry Mcclure born 1944-06-19,id_document
"Invoice #2778 dated 2015-11-15 amount ('MWK', 'Malawian kwacha') 3682",invoice
"Invoice #5133 dated 1979-11-15 amount ('GTQ', 'Guatemalan quetzal') 1458",invoice
"Invoice #4742 dated 2008-05-05 amount ('MXN', 'Mexican peso') 2701",invoice
"Invoice #6801 dated 2016-06-02 amount ('MGA', 'Malagasy ariar') 4793",invoice
"Contract between Smith, Sloan and Phillips and Munoz, Solis and Smith effective 1988-05-25",contract
Contract between Martin-Jones and Harris-Swanson effective 1982-04-12,contract
"Contract between Burke and Sons and Jones, Santana and Salazar effective 2006-04-12",contract
Contract between Francis and Sons and Meadows LLC effective 2006-10-19,contract
ID document for Heather Lambert born 1971-06-05,id_document
"Receipt from Gross, Mayo and Oliver dated 1985-04-30 total ('LKR', 'Sri Lankan rupee') 222",receipt
"Contract between Maxwell, Jackson and Garcia and Gallagher, Anderson and Patterson effective 1976-01-22",contract
"Receipt from Johnson-Anderson dated 1977-05-24 total ('LSL', 'Lesotho loti') 66",receipt
"Bank statement for account 18582194 ending balance ('MKD', 'Macedonian denar') 38581",bank_statement
"Receipt from Dominguez-Williams dated 2013-01-31 total ('LBP', 'Lebanese pound') 89",receipt
ID document for Jo Bryan born 1988-03-14,id_document
"Bank statement for account 51979710 ending balance ('JEP', 'Jersey pound') 35269",bank_statement
"Contract between Bryant Ltd and Joseph, Cisneros and Pratt effective 1976-01-30",contract
"Invoice #6983 dated 1979-11-18 amount ('TMT', 'Turkmenistan manat') 769",invoice
Contract between Martin-White and Hernandez Group effective 2025-10-01,contract
"Contract between Wang and Sons and Romero, Mejia and Rios effective 2019-10-14",contract
"Contract between Villegas Inc and Jenkins, West and Rodriguez effective 2018-03-01",contract
"Receipt from Robinson-Drake dated 2017-12-16 total ('NOK', 'Norwegian krone') 347",receipt
"Invoice #9329 dated 2017-05-18 amount ('TND', 'Tunisian dinar') 658",invoice
Contract between Hampton-Manning and Lewis-Cook effective 2025-12-18,contract
ID document for Douglas Freeman born 1942-12-03,id_document
ID document for Catherine Williams born 1928-09-17,id_document
"Receipt from Thomas, Salas and Cortez dated 2009-10-16 total ('CZK', 'Czech koruna') 391",receipt
"Receipt from Cook PLC dated 2006-03-26 total ('GTQ', 'Guatemalan quetzal') 488",receipt
"Receipt from Harris-Lee dated 2014-03-25 total ('KYD', 'Cayman Islands dollar') 204",receipt
"Contract between Marquez, Williams and Adkins and Contreras-Mckinney effective 1979-01-16",contract
"Invoice #9915 dated 2014-06-17 amount ('TND', 'Tunisian dinar') 3705",invoice
"Invoice #4023 dated 2016-07-11 amount ('SHP', 'Saint Helena pound') 2522",invoice
ID document for Kimberly Newman born 2007-05-20,id_document
Contract between Yang Group and Carey and Sons effective 2002-08-26,contract
"Receipt from Martin Ltd dated 2014-11-27 total ('SLL', 'Sierra Leonean leone') 229",receipt
ID document for Brian Keller born 1922-07-06,id_document
ID document for Brooke Johnson born 2022-12-11,id_document
"Contract between Lang-Thompson and Austin, Carney and Patterson effective 2016-07-29",contract
ID document for Samantha Hurley born 1945-01-10,id_document
"Invoice #2402 dated 2017-07-20 amount ('BYR', 'Belarusian ruble') 1498",invoice
"Contract between Marquez, White and Larson and Moore-Smith effective 1978-12-28",contract
ID document for Lisa Ray born 2011-03-19,id_document
"Receipt from Whitaker-Mckinney dated 2025-12-17 total ('MXN', 'Mexican peso') 245",receipt
ID document for Omar Pineda born 1949-09-17,id_document
Contract between Frederick Ltd and Hogan Inc effective 1983-04-07,contract
"Invoice #9205 dated 1986-10-19 amount ('PLN', 'Polish zloty') 3339",invoice
"Receipt from House PLC dated 2021-08-15 total ('ZAR', 'South African rand') 188",receipt
"Bank statement for account 98526719 ending balance ('KMF', 'Comorian franc') 32314",bank_statement
"Contract between Miller-Edwards and Gonzalez, Davis and Rodriguez effective 1993-11-04",contract
"Receipt from Soto-Jones dated 2011-12-25 total ('SGD', 'Singapore dollar') 369",receipt
"Invoice #1849 dated 2020-01-13 amount ('WST', 'Samoan tālā') 1017",invoice
"Bank statement for account 89169291 ending balance ('SBD', 'Solomon Islands dollar') 40259",bank_statement
"Bank statement for account 21425813 ending balance ('NOK', 'Norwegian krone') 46346",bank_statement
"Receipt from Munoz-Howard dated 1995-10-13 total ('MYR', 'Malaysian ringgit') 56",receipt
"Contract between Morgan, Powell and Marquez and Johnson, Stanton and Jones effective 2005-01-11",contract
"Bank statement for account 79423867 ending balance ('SCR', 'Seychellois rupee') 46271",bank_statement
"Invoice #7893 dated 2021-09-29 amount ('LRD', 'Liberian dollar') 2143",invoice
ID document for Allison Herrera born 2026-02-01,id_document
ID document for Paula Moody born 1945-09-21,id_document
"Receipt from Moore Group dated 2022-08-16 total ('LRD', 'Liberian dollar') 452",receipt
ID document for Michael Montgomery born 1946-03-29,id_document
"Receipt from Thompson Group dated 2014-11-20 total ('ILS', 'Israeli new shekel') 437",receipt
ID document for Mr. Nicholas Hammond born 2017-02-04,id_document
ID document for Ms. Adriana Stafford DVM born 1981-12-04,id_document
"Receipt from Phillips and Sons dated 2019-07-17 total ('RON', 'Romanian leu') 229",receipt
"Contract between Miller Group and Fuller, Phillips and Harris effective 2010-02-25",contract
"Receipt from Pitts, Vaughn and Ortiz dated 2001-12-05 total ('THB', 'Thai baht') 210",receipt
Contract between Coleman-Cooley and Blair PLC effective 1989-01-30,contract
"Receipt from Brown-Quinn dated 1972-02-22 total ('LRD', 'Liberian dollar') 270",receipt
"Contract between Casey, Griffin and Wood and Gray and Sons effective 2015-01-03",contract
"Invoice #9189 dated 2021-02-08 amount ('XOF', 'West African CFA franc') 393",invoice
"Bank statement for account 80456315 ending balance ('GHS', 'Ghanaian cedi') 44020",bank_statement
"Receipt from Stanley-Ward dated 1979-09-21 total ('NZD', 'New Zealand dollar') 29",receipt
Contract between Garrison-Simon and Burns and Sons effective 2014-10-15,contract
Contract between Ray-Campbell and Davis-Blackwell effective 1976-06-13,contract
ID document for Karen Smith born 1984-06-24,id_document
Contract between Perez-Duffy and Campbell Inc effective 1989-06-27,contract
"Invoice #1463 dated 1973-01-12 amount ('MOP', 'Macanese pataca') 422",invoice
"Contract between Flores, Moore and Dean and Bishop-Baker effective 1992-11-30",contract
"Bank statement for account 93266611 ending balance ('KGS', 'Kyrgyzstani som') 8986",bank_statement
"Invoice #7054 dated 2004-10-04 amount ('TVD', 'Tuvaluan dollar') 2545",invoice
